N;F0;PER;d0;v0;collision
4;-4;0.360000;6107000;53;0
5;-1;0.490000;6266000;70;0
5;-6;0.250000;8213000;57;0
4;-6;0.220000;6219000;74;0
3;-8;0.320000;4627000;80;1
8;-3;0.290000;5314000;67;0
8;-1;0.200000;6022000;89;0
3;-7;0.420000;4243000;17;0
7;-6;0.360000;8998000;38;0
5;-4;0.340000;7295000;28;0
8;-3;0.310000;8660000;50;0
8;-1;0.380000;8336000;76;0
5;-5;0.270000;6037000;74;0
4;-7;0.230000;4224000;21;0
3;-6;0.430000;6915000;45;0
6;-6;0.310000;7483000;64;0
5;-5;0.230000;6110000;68;0
8;-1;0.240000;5337000;64;0
4;-5;0.450000;6250000;83;0
5;-1;0.200000;7512000;76;0
4;-2;0.400000;8841000;63;0
5;-3;0.390000;8228000;30;0
4;-2;0.490000;5786000;70;0
5;-5;0.410000;8625000;30;0
5;-3;0.370000;6782000;57;0
7;-5;0.320000;7424000;44;0
3;-3;0.480000;5787000;15;0
6;-3;0.370000;8499000;13;0
3;-4;0.300000;5136000;41;0
3;-3;0.260000;8296000;28;0
5;-4;0.310000;8946000;54;0
8;-4;0.380000;6335000;52;0
4;-1;0.470000;6543000;62;0
6;-4;0.410000;5120000;57;0
7;-5;0.430000;7961000;31;0
6;-2;0.450000;6149000;65;0
3;-6;0.240000;7368000;64;0
4;-3;0.430000;7358000;37;0
4;-3;0.330000;5082000;75;0
7;-8;0.480000;5533000;64;0
8;-1;0.280000;7427000;18;0
3;-8;0.370000;5716000;21;0
5;-7;0.460000;6515000;25;0
8;-3;0.250000;7437000;29;0
6;-5;0.340000;5753000;33;0
6;-2;0.340000;5343000;10;0
6;-4;0.430000;6131000;14;0
3;-8;0.210000;4826000;12;0
8;-5;0.210000;6943000;70;0
8;-3;0.220000;4259000;59;0
5;-8;0.220000;4062000;48;0
3;-7;0.240000;4583000;33;0
5;-8;0.220000;5793000;45;0
5;-4;0.340000;6547000;40;0
5;-5;0.480000;4851000;10;0
5;-5;0.200000;8295000;30;0
6;-8;0.250000;4550000;10;0
3;-7;0.270000;5084000;34;0
7;-6;0.260000;8593000;75;0
7;-7;0.410000;6562000;24;0
7;-5;0.410000;8841000;13;0
5;-2;0.220000;8790000;17;0
8;-5;0.380000;6579000;36;0
4;-8;0.470000;4863000;79;0
6;-6;0.240000;7537000;22;0
3;-7;0.400000;8413000;34;0
3;-8;0.210000;5329000;68;0
8;-8;0.490000;6539000;26;0
3;-7;0.260000;6603000;88;0
5;-4;0.230000;4862000;37;0
8;-2;0.390000;8236000;88;0
6;-4;0.460000;7939000;35;0
4;-7;0.290000;4960000;71;0
3;-2;0.360000;6773000;75;0
8;-1;0.290000;6499000;56;0
7;-8;0.370000;4767000;19;0
3;-8;0.270000;4192000;52;0
4;-8;0.340000;6557000;49;0
8;-3;0.210000;7779000;47;0
7;-1;0.210000;7563000;36;0
8;-3;0.280000;8971000;18;0
8;-5;0.240000;4234000;64;1
8;-8;0.200000;4910000;51;0
8;-2;0.200000;4718000;80;0
5;-4;0.200000;4488000;69;0
4;-6;0.480000;5481000;56;0
5;-6;0.330000;6540000;12;0
7;-8;0.290000;7220000;39;0
4;-3;0.400000;6036000;27;0
7;-8;0.340000;7681000;55;0
3;-4;0.270000;4918000;36;0
5;-4;0.300000;5643000;71;1
3;-1;0.320000;8858000;67;0
6;-8;0.410000;4660000;30;0
5;-5;0.450000;6108000;21;0
5;-4;0.260000;5324000;84;0
6;-3;0.210000;5967000;31;0
5;-2;0.300000;4250000;74;0
3;-6;0.440000;5766000;65;1
8;-6;0.260000;8568000;65;0
5;-7;0.260000;8363000;14;0
8;-6;0.290000;6011000;56;0
8;-6;0.390000;4602000;32;0
3;-6;0.320000;7274000;61;0
4;-6;0.210000;5384000;41;0
4;-7;0.240000;6124000;36;0
6;-5;0.450000;7217000;26;0
5;-1;0.230000;5905000;65;0
4;-6;0.430000;8420000;78;0
7;-8;0.340000;4117000;59;0
3;-2;0.280000;8676000;70;0
5;-4;0.330000;4340000;16;0
6;-3;0.260000;6571000;77;0
8;-7;0.400000;6329000;71;1
3;-3;0.440000;7978000;33;0
6;-3;0.270000;8313000;73;0
8;-2;0.460000;6009000;57;0
7;-6;0.210000;7661000;32;0
5;-7;0.400000;4771000;23;0
4;-6;0.270000;6740000;65;0
7;-8;0.320000;8194000;56;0
6;-5;0.340000;8526000;29;0
8;-5;0.230000;8721000;26;0
7;-3;0.300000;5901000;13;0
5;-6;0.240000;8140000;74;0
6;-8;0.300000;5298000;19;0
7;-2;0.350000;6763000;10;0
3;-4;0.420000;6444000;77;0
5;-8;0.300000;4507000;15;0
6;-3;0.260000;7686000;43;0
3;-2;0.310000;8960000;23;0
5;-4;0.480000;5520000;69;0
4;-3;0.230000;4879000;15;0
3;-4;0.450000;7725000;42;0
8;-8;0.300000;7985000;73;0
3;-4;0.380000;6257000;76;0
4;-4;0.270000;4348000;16;0
8;-4;0.410000;4110000;10;0
3;-6;0.240000;4246000;79;0
8;-2;0.260000;8777000;48;0
6;-6;0.220000;8858000;83;0
3;-6;0.300000;5484000;76;0
7;-3;0.310000;8683000;71;0
6;-6;0.450000;5337000;72;1
7;-7;0.340000;5737000;41;0
6;-7;0.450000;4366000;17;0
3;-7;0.350000;8389000;28;0
5;-3;0.290000;7744000;68;0
7;-6;0.400000;8468000;62;0
4;-6;0.340000;5712000;43;0
5;-3;0.380000;6768000;52;0
3;-3;0.430000;5537000;72;0
3;-5;0.380000;5374000;54;0
5;-3;0.300000;5723000;54;0
8;-6;0.270000;8934000;42;0
8;-4;0.260000;8705000;71;0
3;-6;0.350000;7004000;74;0
8;-3;0.260000;7927000;67;0
5;-8;0.420000;6272000;38;0
3;-5;0.220000;7796000;10;0
7;-2;0.230000;7408000;68;0
6;-8;0.490000;7476000;89;1
7;-3;0.490000;4391000;16;0
4;-3;0.270000;7685000;33;0
3;-5;0.450000;4257000;39;0
6;-8;0.240000;5470000;78;0
5;-8;0.430000;5648000;62;0
4;-3;0.470000;4787000;24;0
8;-6;0.210000;4146000;10;0
5;-7;0.300000;7217000;42;1
8;-6;0.280000;8228000;83;0
5;-4;0.460000;7851000;60;0
6;-4;0.260000;4718000;13;0
4;-7;0.460000;7438000;37;0
4;-1;0.360000;4968000;24;0
6;-5;0.360000;6275000;37;0
6;-3;0.470000;5135000;26;0
4;-3;0.260000;6294000;24;0
7;-7;0.380000;6418000;40;0
6;-8;0.480000;7042000;33;0
5;-2;0.450000;5704000;84;0
6;-6;0.380000;5878000;33;0
4;-6;0.200000;6197000;73;0
7;-8;0.380000;5278000;80;1
7;-4;0.310000;5012000;61;0
6;-3;0.250000;6889000;20;0
6;-7;0.380000;4110000;14;0
5;-8;0.260000;8413000;45;0
6;-2;0.400000;4236000;56;0
7;-8;0.430000;6896000;59;1
5;-5;0.440000;6517000;77;0
4;-8;0.370000;6225000;57;0
6;-4;0.300000;8075000;56;0
4;-7;0.200000;8274000;54;0
8;-4;0.330000;8406000;69;0
4;-7;0.420000;6711000;73;0
5;-3;0.410000;8799000;11;0
4;-3;0.460000;7971000;53;0
7;-7;0.480000;6186000;48;0
7;-6;0.220000;5530000;74;0
3;-3;0.490000;7510000;62;0
8;-6;0.290000;6730000;85;0
3;-7;0.300000;8266000;30;0
3;-2;0.470000;4844000;77;0
4;-5;0.410000;4569000;18;0
6;-6;0.320000;7606000;68;0
6;-5;0.410000;7999000;50;0
3;-6;0.290000;4011000;77;0
7;-4;0.250000;7184000;64;0
8;-7;0.380000;4605000;69;1
6;-6;0.360000;8490000;52;0
3;-4;0.360000;5014000;77;0
6;-5;0.230000;7181000;50;0
3;-7;0.340000;6402000;59;0
5;-4;0.360000;7103000;54;0
3;-4;0.430000;6991000;12;0
8;-8;0.320000;7558000;31;0
3;-7;0.410000;8370000;34;0
6;-3;0.300000;8954000;53;0
5;-2;0.320000;4502000;38;0
4;-7;0.470000;5326000;89;0
4;-2;0.430000;7726000;73;0
6;-5;0.390000;7378000;85;0
5;-6;0.200000;6814000;79;0
4;-3;0.440000;8488000;54;0
3;-6;0.270000;5900000;72;0
8;-4;0.270000;7819000;39;0
4;-6;0.270000;4735000;46;0
6;-4;0.380000;6458000;16;0
4;-3;0.470000;6866000;77;0
7;-3;0.480000;6478000;15;0
8;-6;0.280000;5682000;38;0
3;-8;0.370000;8970000;41;0
4;-1;0.430000;6309000;38;0
4;-5;0.260000;8796000;57;0
3;-6;0.480000;7410000;87;1
4;-7;0.350000;8768000;16;0
4;-8;0.480000;8916000;72;0
3;-2;0.200000;7520000;62;0
7;-1;0.350000;5690000;63;0
3;-5;0.290000;7926000;44;0
3;-7;0.290000;5225000;33;0
8;-7;0.310000;8450000;28;0
6;-6;0.400000;4280000;32;0
8;-7;0.470000;6213000;86;1
8;-2;0.400000;5562000;85;0
8;-1;0.490000;8862000;89;0
3;-2;0.300000;5781000;43;0
6;-8;0.300000;5584000;32;0
4;-7;0.490000;5780000;56;0
4;-6;0.430000;4742000;33;0
3;-4;0.430000;8758000;58;0
5;-2;0.420000;7450000;70;0
6;-5;0.460000;6597000;31;0
8;-6;0.400000;5766000;19;0
3;-7;0.490000;6361000;52;0
6;-2;0.290000;8470000;57;0
8;-5;0.490000;8657000;81;1
3;-5;0.420000;8394000;62;0
8;-7;0.230000;7596000;44;0
8;-6;0.430000;7431000;47;1
3;-1;0.390000;8103000;34;0
5;-6;0.480000;5802000;44;0
4;-1;0.450000;7153000;27;0
4;-2;0.470000;7883000;22;0
7;-4;0.370000;5387000;48;0
7;-2;0.220000;4137000;55;0
8;-3;0.460000;8315000;30;0
7;-7;0.260000;7318000;42;0
4;-4;0.440000;8719000;78;0
5;-6;0.350000;4413000;59;0
8;-6;0.290000;4158000;40;0
7;-2;0.250000;7106000;56;0
3;-6;0.280000;6681000;26;0
4;-2;0.440000;4876000;27;0
5;-8;0.490000;4507000;12;0
5;-2;0.460000;6517000;14;0
5;-3;0.370000;7439000;86;0
5;-6;0.240000;4004000;26;0
5;-4;0.200000;4678000;13;0
5;-6;0.490000;5706000;41;0
4;-5;0.440000;8815000;28;0
3;-2;0.270000;8980000;57;0
8;-2;0.210000;6206000;38;0
8;-4;0.210000;8497000;27;0
6;-2;0.490000;6600000;33;0
6;-3;0.250000;4360000;25;0
7;-6;0.340000;5156000;28;0
7;-2;0.270000;7376000;89;0
5;-3;0.320000;6873000;10;0
3;-5;0.390000;4056000;36;0
8;-1;0.290000;4663000;15;0
7;-3;0.330000;6100000;86;0
4;-2;0.270000;5861000;27;0
8;-7;0.400000;5976000;83;0
7;-2;0.450000;8970000;19;0
8;-7;0.360000;7763000;33;0
6;-4;0.450000;8356000;66;0
4;-7;0.210000;5948000;87;0
7;-4;0.410000;8062000;38;0
7;-4;0.350000;7804000;59;0
6;-6;0.480000;5225000;64;1
5;-6;0.310000;8083000;25;0
6;-3;0.390000;5767000;35;0
5;-6;0.260000;7738000;77;0
3;-2;0.330000;5108000;74;0
8;-5;0.270000;6557000;10;0
8;-7;0.450000;7761000;75;0
7;-7;0.450000;4866000;53;0
5;-3;0.380000;4602000;34;0
4;-3;0.310000;4328000;55;0
7;-7;0.450000;4460000;71;0
4;-5;0.490000;8422000;22;0
7;-6;0.210000;4548000;53;0
5;-6;0.370000;5222000;53;0
5;-8;0.320000;8354000;80;0
5;-3;0.280000;4027000;28;0
5;-3;0.210000;8763000;89;0
4;-2;0.260000;6735000;24;0
5;-7;0.480000;5352000;55;0
5;-6;0.440000;8510000;42;0
5;-3;0.200000;8782000;34;0
5;-4;0.400000;8404000;66;0
8;-7;0.330000;8140000;46;0
4;-1;0.480000;6475000;18;0
8;-3;0.200000;7578000;48;0
8;-2;0.400000;4898000;10;0
4;-2;0.290000;7216000;25;0
3;-8;0.270000;6090000;48;0
5;-3;0.270000;5904000;77;0
5;-4;0.270000;7810000;84;0
3;-7;0.230000;5981000;32;0
7;-8;0.230000;5778000;60;0
7;-7;0.410000;4492000;45;0
5;-7;0.470000;4331000;82;1
6;-7;0.370000;7421000;21;0
3;-3;0.420000;8739000;42;0
3;-7;0.220000;8113000;35;0
4;-2;0.460000;4954000;61;0
4;-8;0.420000;7736000;26;0
4;-3;0.290000;6802000;86;0
6;-4;0.470000;5690000;82;1
6;-8;0.270000;6824000;72;0
6;-8;0.270000;6428000;10;0
7;-3;0.470000;4137000;74;0
6;-7;0.490000;7334000;29;0
3;-3;0.430000;6704000;68;0
7;-3;0.260000;4548000;69;0
7;-7;0.390000;4276000;22;0
7;-8;0.350000;4738000;79;0
8;-1;0.220000;4016000;30;0
3;-3;0.280000;6190000;56;0
8;-2;0.460000;5270000;63;0
6;-8;0.370000;8873000;26;0
6;-2;0.260000;6776000;74;0
4;-5;0.460000;4489000;58;0
8;-5;0.290000;6529000;15;0
7;-6;0.450000;4897000;66;0
6;-8;0.440000;7188000;55;1
3;-4;0.230000;5900000;54;0
3;-4;0.450000;6027000;69;0
7;-4;0.340000;6616000;48;0
8;-8;0.400000;6479000;85;0
3;-3;0.320000;7624000;89;0
4;-4;0.300000;6291000;61;0
7;-4;0.430000;8941000;37;0
4;-1;0.450000;7164000;72;0
7;-3;0.460000;4080000;39;0
3;-5;0.200000;5928000;25;0
6;-2;0.380000;7317000;61;0
3;-6;0.230000;5474000;75;0
3;-4;0.220000;7767000;63;0
3;-5;0.380000;8657000;35;0
3;-3;0.270000;6540000;43;0
4;-7;0.280000;8658000;61;0
4;-4;0.260000;4840000;33;0
3;-1;0.450000;7348000;46;0
7;-1;0.340000;7930000;65;0
3;-5;0.280000;5167000;46;0
4;-6;0.380000;6472000;74;0
7;-6;0.210000;6809000;34;0
3;-7;0.350000;8678000;46;0
4;-3;0.300000;6622000;22;0
5;-6;0.390000;6624000;61;1
8;-4;0.310000;6978000;61;0
3;-7;0.290000;5861000;84;0
3;-2;0.290000;5660000;33;0
6;-6;0.430000;7916000;27;0
4;-2;0.210000;6591000;66;0
5;-3;0.380000;8372000;83;0
8;-5;0.410000;6405000;28;0
6;-6;0.220000;5045000;58;0
3;-1;0.480000;7226000;17;0
7;-5;0.260000;8366000;55;0
7;-5;0.200000;5633000;36;0
4;-1;0.330000;7871000;70;0
8;-8;0.370000;6617000;50;0
5;-3;0.450000;4742000;68;0
7;-3;0.350000;7475000;66;0
6;-6;0.280000;7188000;86;1
7;-4;0.470000;5796000;22;0
3;-4;0.420000;5562000;84;0
4;-7;0.390000;6921000;26;0
4;-7;0.350000;4516000;60;0
8;-8;0.440000;5105000;13;0
5;-6;0.340000;6829000;35;0
7;-8;0.290000;7495000;62;0
3;-4;0.230000;4741000;44;0
5;-4;0.300000;7113000;80;1
3;-6;0.360000;4267000;26;0
6;-5;0.490000;4197000;31;0
6;-6;0.260000;4482000;24;0
8;-6;0.370000;5218000;18;0
6;-7;0.410000;6666000;89;0
5;-1;0.350000;5412000;15;0
4;-3;0.240000;5428000;81;0
3;-7;0.210000;4332000;10;0
4;-1;0.350000;8495000;11;0
7;-6;0.470000;6102000;66;1
6;-2;0.320000;8862000;58;0
7;-6;0.440000;7910000;17;0
3;-1;0.370000;4341000;74;0
5;-2;0.400000;5092000;69;0
5;-4;0.360000;7853000;74;0
4;-6;0.310000;8510000;62;0
7;-3;0.380000;5081000;55;0
6;-6;0.310000;4827000;36;0
7;-8;0.250000;4361000;45;0
4;-6;0.490000;6232000;32;0
7;-8;0.490000;5636000;39;0
5;-3;0.480000;7579000;71;0
6;-3;0.220000;6714000;46;0
7;-5;0.470000;4111000;82;1
8;-7;0.300000;8855000;49;0
8;-2;0.280000;5243000;32;0
7;-5;0.370000;8520000;75;0
5;-3;0.410000;7458000;26;0
3;-4;0.410000;7276000;15;0
8;-7;0.390000;6140000;77;0
4;-3;0.220000;6102000;56;0
3;-8;0.330000;4904000;83;1
8;-7;0.350000;5439000;27;0
6;-8;0.210000;6540000;24;0
8;-6;0.330000;8926000;68;0
4;-2;0.420000;4724000;32;0
5;-2;0.340000;8181000;65;0
8;-3;0.360000;6388000;20;0
4;-2;0.450000;7189000;63;0
5;-6;0.470000;4638000;15;0
8;-3;0.260000;7519000;49;0
5;-6;0.350000;8319000;13;0
5;-5;0.390000;7477000;14;0
5;-8;0.320000;4706000;35;0
6;-6;0.410000;5298000;28;0
8;-8;0.370000;5580000;33;0
5;-3;0.460000;6367000;36;0
6;-5;0.460000;8662000;25;0
5;-1;0.240000;4857000;24;0
6;-2;0.200000;7811000;40;0
4;-4;0.390000;7196000;20;0
4;-4;0.360000;4418000;33;0
8;-5;0.380000;4728000;86;1
5;-7;0.490000;6439000;15;0
5;-6;0.470000;5305000;78;1
5;-5;0.390000;8568000;60;0
6;-8;0.430000;5224000;22;0
6;-4;0.210000;8884000;60;0
5;-4;0.330000;5445000;59;0
7;-3;0.280000;6056000;46;0
4;-4;0.480000;6089000;59;0
4;-2;0.370000;6476000;67;0
5;-3;0.490000;6626000;29;0
6;-6;0.420000;8883000;50;0
8;-7;0.200000;7534000;88;0
6;-8;0.470000;4906000;19;0
6;-1;0.450000;6111000;70;0
7;-5;0.400000;8679000;65;0
5;-5;0.340000;8399000;85;0
7;-6;0.370000;4161000;41;0
4;-2;0.490000;5969000;13;0
7;-7;0.410000;4793000;67;0
3;-6;0.240000;4367000;64;0
4;-1;0.440000;8783000;84;0
8;-4;0.470000;4323000;29;0
5;-7;0.290000;4262000;47;0
4;-2;0.250000;4908000;74;0
8;-4;0.470000;8543000;25;0
6;-2;0.250000;6619000;30;0
7;-8;0.230000;5124000;31;0
5;-8;0.230000;8939000;44;0
8;-5;0.330000;4549000;37;0
4;-2;0.310000;6272000;18;0
4;-6;0.440000;6409000;35;0
5;-6;0.230000;4716000;11;0
8;-7;0.320000;4123000;57;0
8;-3;0.490000;8398000;35;0
4;-4;0.240000;7557000;50;0
5;-8;0.360000;7669000;66;0
3;-8;0.410000;6847000;28;0
4;-1;0.280000;8628000;59;0
6;-4;0.220000;5073000;36;0
5;-5;0.390000;4337000;13;0
6;-7;0.360000;7533000;81;0
5;-5;0.350000;4815000;30;0
4;-7;0.300000;5445000;57;0
4;-5;0.310000;7770000;46;0
7;-2;0.440000;7908000;22;0
3;-6;0.400000;7957000;16;0
7;-6;0.290000;6089000;76;0
7;-1;0.210000;6421000;76;0
8;-5;0.450000;8077000;11;0
7;-4;0.370000;7992000;68;0
5;-8;0.220000;6564000;23;0
8;-2;0.260000;7618000;32;0
6;-4;0.260000;4920000;21;0
4;-3;0.460000;7630000;45;0
4;-5;0.490000;8169000;70;0
8;-3;0.200000;4268000;20;0
3;-6;0.290000;4694000;42;0
5;-7;0.490000;7168000;14;0
5;-6;0.270000;8893000;23;0
7;-8;0.230000;7047000;50;0
5;-8;0.340000;6072000;49;0
5;-3;0.370000;4136000;34;0
7;-2;0.390000;7154000;58;0
6;-3;0.310000;8469000;72;0
5;-2;0.350000;6823000;30;0
3;-6;0.280000;6552000;51;0
3;-6;0.260000;4835000;40;0
4;-7;0.440000;6625000;58;0
4;-5;0.470000;8883000;39;0
7;-4;0.320000;7645000;45;0
3;-7;0.250000;4885000;66;0
3;-3;0.250000;6979000;44;0
8;-6;0.490000;8804000;30;0
7;-8;0.240000;4892000;52;0
6;-4;0.240000;6985000;30;0
7;-6;0.350000;8707000;40;0
6;-3;0.370000;4431000;75;0
8;-3;0.440000;6818000;72;0
8;-3;0.290000;5506000;56;0
7;-6;0.270000;6910000;38;0
3;-3;0.430000;4888000;28;0
5;-6;0.450000;5411000;52;0
4;-3;0.220000;8180000;85;0
3;-8;0.260000;4620000;35;0
4;-3;0.390000;4550000;80;0
4;-7;0.240000;5611000;76;0
7;-3;0.460000;6557000;15;0
6;-8;0.480000;4746000;10;0
7;-5;0.390000;6084000;25;0
7;-6;0.420000;4297000;60;0
7;-7;0.460000;8257000;11;0
7;-2;0.200000;7595000;77;0
3;-3;0.290000;8180000;69;0
4;-6;0.490000;7996000;32;0
3;-3;0.200000;4127000;62;0
3;-3;0.400000;4311000;46;0
8;-8;0.340000;8888000;16;0
6;-1;0.210000;5652000;87;0
6;-3;0.310000;7341000;56;0
6;-8;0.230000;8651000;31;0
7;-6;0.360000;8616000;77;0
3;-6;0.300000;8345000;17;0
5;-2;0.230000;8086000;78;0
6;-3;0.320000;8304000;89;0
8;-5;0.230000;6892000;12;0
6;-3;0.390000;4883000;42;0
7;-6;0.220000;5212000;42;0
8;-7;0.350000;4962000;36;0
8;-2;0.330000;8832000;19;0
7;-6;0.400000;6213000;56;0
5;-2;0.330000;8454000;37;0
5;-4;0.290000;4111000;24;0
8;-8;0.400000;8103000;62;0
4;-7;0.440000;6480000;61;0
6;-3;0.380000;5831000;59;0
3;-6;0.210000;8271000;78;0
4;-8;0.280000;7945000;64;0
3;-7;0.470000;8148000;88;0
6;-7;0.360000;6242000;27;0
7;-7;0.340000;7216000;67;0
4;-2;0.380000;8444000;47;0
6;-3;0.460000;8358000;44;0
5;-6;0.240000;4535000;83;0
4;-6;0.220000;5913000;65;0
7;-7;0.440000;7061000;56;0
4;-7;0.370000;4291000;37;0
4;-5;0.420000;5725000;28;0
8;-4;0.250000;5285000;64;0
3;-6;0.250000;5104000;13;0
3;-2;0.210000;5557000;69;0
7;-4;0.470000;7923000;79;1
3;-5;0.470000;7733000;69;0
6;-2;0.470000;7311000;86;0
4;-5;0.230000;7388000;27;0
3;-1;0.480000;6167000;20;0
8;-1;0.360000;6743000;40;0
7;-4;0.410000;4725000;55;0
7;-8;0.350000;4446000;76;0
6;-6;0.260000;5580000;40;0
6;-2;0.290000;8621000;64;0
3;-8;0.490000;5152000;22;0
3;-3;0.290000;4758000;27;0
4;-6;0.340000;8501000;87;1
3;-3;0.230000;4093000;66;0
5;-7;0.490000;4358000;18;0
5;-2;0.390000;4778000;67;0
4;-4;0.340000;7893000;14;0
5;-8;0.470000;8039000;70;0
8;-2;0.450000;6326000;19;0
7;-6;0.450000;5940000;37;1
4;-8;0.370000;4200000;59;0
7;-2;0.420000;7760000;68;0
5;-5;0.350000;7487000;89;0
6;-2;0.310000;7931000;65;0
7;-7;0.480000;4127000;10;0
4;-2;0.480000;6033000;17;0
8;-7;0.480000;5818000;85;1
3;-3;0.210000;8877000;43;0
7;-6;0.410000;6207000;86;1
6;-5;0.450000;5334000;87;1
7;-7;0.410000;6941000;27;0
5;-7;0.340000;4141000;87;1
7;-6;0.260000;5277000;11;0
6;-5;0.460000;5126000;54;0
6;-8;0.240000;6276000;52;0
7;-4;0.440000;6484000;76;1
8;-5;0.270000;6621000;25;0
4;-3;0.260000;6418000;14;0
8;-1;0.480000;5040000;84;0
8;-8;0.460000;8924000;27;0
7;-4;0.220000;6487000;88;0
8;-8;0.420000;8987000;61;0
3;-8;0.250000;6444000;40;0
4;-8;0.360000;5456000;39;0
3;-3;0.280000;6585000;42;0
4;-3;0.390000;5595000;81;0
5;-2;0.320000;4931000;39;0
6;-6;0.430000;8974000;79;0
8;-6;0.210000;7629000;77;0
3;-8;0.220000;7082000;44;0
6;-7;0.370000;5211000;44;0
6;-3;0.200000;8065000;45;0
4;-3;0.380000;4445000;81;0
8;-8;0.200000;4581000;70;0
7;-3;0.200000;4371000;59;0
5;-5;0.220000;4907000;43;0
5;-7;0.400000;6502000;50;0
3;-3;0.340000;8747000;71;0
5;-8;0.320000;4931000;83;0
8;-6;0.270000;5579000;70;1
6;-8;0.450000;6768000;14;0
8;-4;0.230000;5440000;13;0
6;-4;0.320000;8760000;17;0
6;-5;0.370000;7311000;65;0
3;-8;0.470000;8814000;24;0
7;-8;0.460000;7711000;47;0
5;-5;0.480000;5947000;42;0
7;-3;0.280000;4748000;83;0
6;-4;0.200000;8551000;57;0
8;-6;0.310000;7796000;27;0
4;-1;0.290000;4176000;10;0
6;-6;0.270000;5350000;61;0
8;-6;0.380000;6880000;20;0
6;-5;0.470000;7688000;24;0
7;-5;0.250000;8864000;22;0
3;-2;0.230000;4651000;52;0
6;-3;0.430000;7162000;65;0
3;-5;0.370000;6316000;13;0
5;-4;0.240000;5010000;51;0
6;-2;0.200000;5647000;78;0
6;-5;0.460000;5336000;77;0
3;-5;0.240000;6508000;75;0
7;-8;0.480000;5862000;61;0
5;-7;0.290000;5086000;45;0
5;-1;0.240000;5714000;71;0
4;-4;0.400000;8907000;72;0
3;-6;0.300000;6418000;58;0
6;-7;0.310000;4617000;13;0
7;-8;0.360000;6098000;45;0
4;-6;0.360000;5872000;73;1
5;-7;0.340000;4957000;67;0
3;-1;0.380000;8912000;57;0
5;-7;0.280000;6838000;26;0
3;-1;0.280000;6634000;55;0
8;-7;0.340000;5888000;59;1
6;-3;0.390000;5072000;61;0
3;-2;0.430000;5900000;58;0
8;-8;0.280000;7158000;65;0
4;-1;0.350000;7022000;22;0
4;-1;0.270000;6396000;47;0
5;-2;0.470000;8899000;60;0
4;-7;0.340000;7800000;29;0
8;-8;0.390000;6346000;77;0
5;-4;0.430000;7216000;75;0
3;-3;0.480000;6344000;76;0
6;-3;0.310000;6714000;37;0
3;-4;0.350000;5641000;67;0
7;-7;0.200000;6497000;52;0
7;-5;0.480000;4595000;58;0
3;-8;0.460000;8482000;40;0
7;-6;0.460000;8267000;69;0
7;-3;0.400000;7825000;79;0
3;-7;0.370000;8855000;26;0
8;-1;0.480000;8067000;76;0
6;-3;0.240000;5831000;68;0
3;-1;0.330000;8322000;67;0
8;-1;0.220000;6404000;86;0
4;-7;0.220000;6230000;75;0
7;-2;0.420000;8920000;59;0
5;-2;0.350000;6176000;40;0
3;-7;0.330000;4862000;52;0
7;-7;0.220000;5436000;31;0
3;-5;0.290000;5106000;57;0
7;-4;0.360000;7315000;44;0
4;-7;0.290000;7006000;64;0
5;-8;0.400000;8338000;52;0
4;-6;0.340000;5400000;22;0
8;-7;0.320000;4099000;34;0
3;-2;0.210000;6960000;42;0
6;-3;0.470000;7237000;34;0
4;-5;0.210000;6578000;60;0
8;-6;0.470000;4343000;52;0
3;-8;0.230000;7118000;84;0
5;-7;0.450000;7640000;41;0
8;-6;0.350000;8061000;10;0
3;-2;0.350000;7272000;86;0
7;-6;0.260000;6061000;20;0
6;-8;0.480000;6787000;69;1
8;-7;0.290000;6405000;34;0
7;-2;0.370000;4685000;77;0
8;-4;0.440000;6491000;41;0
4;-7;0.430000;4992000;42;0
7;-2;0.300000;4092000;22;0
6;-6;0.300000;8285000;58;0
7;-3;0.430000;5512000;12;0
6;-6;0.260000;8369000;52;0
4;-7;0.370000;8900000;36;0
6;-1;0.310000;5955000;46;0
3;-8;0.330000;6071000;48;0
7;-7;0.490000;6732000;48;0
8;-3;0.270000;5018000;65;0
8;-8;0.250000;6232000;37;0
8;-4;0.210000;8814000;71;0
4;-8;0.320000;7433000;48;0
3;-6;0.260000;6954000;18;0
6;-3;0.240000;5678000;30;0
4;-4;0.280000;4604000;20;0
4;-5;0.350000;4469000;57;0
7;-4;0.440000;4869000;78;1
4;-4;0.460000;5594000;74;0
5;-7;0.270000;7317000;57;0
4;-2;0.220000;7953000;84;0
3;-2;0.210000;7992000;70;0
6;-2;0.490000;6299000;46;0
3;-7;0.360000;5949000;59;0
4;-6;0.390000;8996000;44;0
7;-2;0.320000;8326000;42;0
7;-2;0.260000;5582000;64;0
3;-5;0.200000;7841000;45;0
6;-7;0.200000;4734000;51;0
6;-5;0.300000;6405000;61;0
6;-4;0.310000;8564000;39;0
6;-3;0.330000;4074000;63;0
3;-1;0.440000;7906000;51;0
7;-1;0.330000;8515000;31;0
8;-8;0.420000;8515000;70;0
4;-7;0.400000;4887000;12;0
4;-3;0.230000;4841000;31;0
4;-6;0.340000;8472000;88;1
7;-4;0.320000;7537000;41;0
4;-7;0.380000;4084000;34;0
5;-6;0.480000;4138000;34;0
8;-8;0.440000;7289000;61;1
8;-8;0.370000;7025000;42;0
